Title,Location,Price,Size,Apartment Type
"Zemun, Centar, Karađorđev trg, 3.0 salonac ID#9633","Zemun (Centar), Beograd, Srbija",175 000 €,64 m²,  Trosoban stan
"Cvetkova pijaca, V.Kovača, 3.0, prelep pogled ID#9636","Cvetkova pijaca, Beograd, Srbija",176 000 €,63 m²,  Trosoban stan
"Mirijevo, Petra Kralja, 25m2 ID#10171","Mirijevo I, Beograd, Srbija",86 500 €,25 m²,  Garsonjera
"Zemun, Cara Dušana, 95m2 ID#10169","Zemun (Cara Dušana), Beograd, Srbija",233 000 €,95 m²,  Petosoban+ stan
"Green Residence ,odličan studio ID#10107","Hala Pionir, Beograd, Srbija",117 000 €,33 m²,  Jednosoban stan
"Green Residence , odličan studio ID#10108","Hala Pionir, Beograd, Srbija",120 000 €,34 m²,  Jednosoban stan
Kompletno namešten stan ID#10093,"Vračar (Centar), Beograd, Srbija",149 000 €,33 m²,  Jednosoban stan
"Kalemegdan, Višnjićeva, 172m2 ID#10036","Kalemegdan, Beograd, Srbija",565 000 €,172 m²,  Petosoban+ stan
"Fontana, Narodnih heroja, 31m2 plus terasa 16m2 ID#10016","Novi Beograd Blok 1 (Fontana), Beograd, Srbija",117 000 €,31 m²,  Jednosoban stan
Funkcionalan 1.0 stan ID#10005,"Novi Beograd Blok 17 (Staro sajmište), Beograd, Srbija",96 000 €,31 m²,  Jednosoban stan
"Zvezdara, renoviran, 26m2 ID#9957","Gradska bolnica, Beograd, Srbija",85 000 €,26 m²,  Jednosoban stan
"Obilićev venac, pešačka zona ID#9949","Obilićev venac, Beograd, Srbija",139 000 €,27 m²,  Jednosoban stan
"Odlična lokacija, kompletno renoviran, 31m2 ID#9774","Bajlonijeva pijaca, Beograd, Srbija",153 000 €,31 m²,  Jednosoban stan
"Terazije, 39m2, odlična investicija ID#9707","Terazije ( centar ), Beograd, Srbija",159 000 €,39 m²,  Jednosoban stan
"Zvezdara, 1.0, nov, neuseljavan stan ID#9671","Severni bulevar, Beograd, Srbija",95 000 €,28 m²,  Jednosoban stan
Odlična investicija ID#9027,"Kalenić pijaca, Beograd, Srbija",149 000 €,37 m²,  Jednosoban stan
"Stari Košutnjak, Srzentićeva, 36m2 ID#7968","Košutnjak, Beograd, Srbija",85 000 €,36 m²,  Jednosoban stan
"Zvezdara, Mirijevo III - Ulofa Palmea, 125m2, Ulofa Palmea","Mirijevo I, Beograd, Srbija",185 000 €,125 m²,  Četvorosoban stan
"Voždovac, Autokomanda - Kumodraška, 56m2, Kumodraška","Autokomanda, Beograd, Srbija",165 000 €,56 m²,  Dvosoban stan
"Čukarica, Žarkovo - Ratka Mitrovića, 68m2, Ratka Mitrovića","Žarkovo, Beograd, Srbija",135 000 €,68 m²,  Dvosoban stan
Sunnyville 143m2 sa prelepim pogledom ID#3890,"Višnjička banja, Beograd, Srbija",314 600 €,143 m²,  Četvorosoban stan
"Zemun polje - centar, Beže Albahari","Zemun Polje, Beograd, Srbija",99 500 €,52 m²,  Dvosoban stan
"Crveni krst, Cerska, nov, lux 2.5, garaža ID#9868","Crveni krst, Beograd, Srbija",275 000 €,73 m²,  Trosoban stan
"Autokomanda, Ranka Tajsića, 2.5, dvostran ID#9778","Autokomanda, Beograd, Srbija",175 000 €,63 m²,  Trosoban stan
"Welport,75m2,Nov, Lux,3.0, Komplentno namešten,Garaža","Novi Beograd Blok 65, Beograd, Srbija",370 000 €,75 m²,  Trosoban stan
Lux penthaus 158 m2 ID#10132,"Trošarina, Beograd, Srbija",524 000 €,158 m²,  Četvorosoban stan
"Braće Jerković, Jovana Bijelića, 57m2 ID#10096","Braće Jerković, Beograd, Srbija",159 000 €,57 m²,  Četvorosoban stan
"Banjica, Porodice Trajković, 26m2 ID#10070","Banjica, Beograd, Srbija",108 000 €,26 m²,  Garsonjera
Garsonjera preko puta Palilulske pijace ID#10047,"Palilulska pijaca, Beograd, Srbija",80 000 €,27 m²,  Garsonjera
"Voždovačka crkva, Kralja Vladimira, 86m2 ID#9908","Voždovac, Beograd, Srbija",203 000 €,86 m²,  Četvorosoban stan
"Luksuzan penthouse, nvg ID#9894","Dušanovac, Beograd, Srbija",312 400 €,124 m²,  Četvorosoban stan
"Petlovo Brdo, mereno 98m2+25m2 terasa ID#9873","Petlovo brdo, Beograd, Srbija",133 700 €,68 m²,  Četvorosoban stan
"Kanarevo brdo, 20m2 ID#9805","Kanarevo brdo, Beograd, Srbija",55 000 €,20 m²,  Garsonjera
"Dedinje - Jerry, lux 4s,  sa garažom ID#9801","Dedinje (RTV Pink), Beograd, Srbija",299 900 €,91 m²,  Četvorosoban stan
"Medaković III, namešten, sa parking mestom ID#9783","Medaković III, Beograd, Srbija",135 000 €,64 m²,  Četvorosoban stan
"Namešten , retko u ponudi ID#9595111","Centar (uži), Beograd, Srbija",460 000 €,127 m²,  Četvorosoban stan
"Namešten , retko u ponudi ID#9595","Poštanska štedionica, Beograd, Srbija",460 000 €,127 m²,  Četvorosoban stan
"Vračar, Loznička, 119m2 ID#9206","Kalenić pijaca, Beograd, Srbija",595 000 €,119 m²,  Četvorosoban stan
"Voždovačka crkva, Vitanovačka ID#9121","Voždovac, Beograd, Srbija",79 900 €,21 m²,  Garsonjera
"Gradska bolnica, Ante Bogićevića, 92m2 ID#8810","Gradska bolnica, Beograd, Srbija",268 000 €,92 m²,  Četvorosoban stan
"Skadarlija ,pešačka zona ID#8781","Skadarlija, Beograd, Srbija",380 000 €,96 m²,  Četvorosoban stan
"Botanička, mereno 154m2 + garažno mesto ID#8725","Botanička bašta, Beograd, Srbija",365 000 €,154 m²,  Četvorosoban stan
"Banovo brdo, duplex, 88m2 ID#8246","Banovo brdo, Beograd, Srbija",212 000 €,88 m²,  Četvorosoban stan
Izuzetan lux 4.0 soban stan ID#8124,"Šumice, Beograd, Srbija",225 000 €,89 m²,  Četvorosoban stan
"Vidikovački venac, prostran duplex, +35m2 terasa ID#8033","Vidikovac, Beograd, Srbija",229 000 €,100 m²,  Četvorosoban stan
Stan na Vračaru u mirnoj ulici ID#7808,"Čubura, Beograd, Srbija",269 800 €,107 m²,  Četvorosoban stan
"Dedinje, 2 parking i garažno mesto, namešten ID#7658","Beograd, Srbija",570 000 €,173 m²,  Četvorosoban stan
Odlična garsonjera u novijoj zgradi ID#7554,"Cvetkova pijaca, Beograd, Srbija",87 900 €,27 m²,  Garsonjera
LUX novogradnja u užem centru grada ID#7527,"Palilulska pijaca, Beograd, Srbija",381 900 €,106 m²,  Četvorosoban stan
"Dedinje , duplex, sa parking mestom ID#7507","Dedinje (RTV Pink), Beograd, Srbija",192 000 €,96 m²,  Četvorosoban stan
"Prelep, delimično renovoviran stan ID#7501","Medaković III, Beograd, Srbija",235 000 €,94 m²,  Četvorosoban stan
"Novi Beograd, Blok 67a, A blok, Uroša Martinovića, 2.5, 69m2, 289800 EUR","Novi Beograd Blok 67a, Beograd, Srbija",289 800 €,69 m²,  Trosoban stan
"Novi Beograd, Blok 45, Jurija Gagarina, 2.0, 70m2, 230000 EUR","Novi Beograd Blok 45 (TC Enjub), Beograd, Srbija",230 000 €,70 m²,  Dvosoban stan
"Kralja Vladimira 86m2, 4.0, Top lokacija, Ušuškan, Svetao","Voždovac, Beograd, Srbija",203 000 €,86 m²,  Četvorosoban stan
"Altina, nov, 2.0, prazan, bašta, parking, uknjižen ID#9478","Altina, Beograd, Srbija",119 900 €,72 m²,  Dvosoban stan
"Zemun, Kalvarija, 2.0, osunčan, parking mesto ID#9679","Zemun (Kalvarija), Beograd, Srbija",160 000 €,63 m²,  Dvosoban stan
"West Tower, nov, lux 2.0, veličanstven pogled ID#9561","Novi Beograd Blok 65, Beograd, Srbija",399 900 €,62 m²,  Dvosoban stan
"Mirijevo, 2.0, nov, lux, parking mesto ID#9302","Mirijevo I, Beograd, Srbija",129 000 €,62 m²,  Dvosoban stan
"Wellport, nov, lux opremljen 2.0 stan ID#9832","Novi Beograd Blok 65, Beograd, Srbija",305 000 €,60 m²,  Dvosoban stan
"West 65, nov, luksuzan, dvosoban stan ID#8970","Novi Beograd Blok 65, Beograd, Srbija",271 900 €,58 m²,  Dvosoban stan
"Savski trg, dvosoban salonac, renoviran ID#9721","Savski trg, Beograd, Srbija",215 000 €,57 m²,  Dvosoban stan
"Airport Garden, nov, 2.0, lux, prelep pogled ID#9779","Novi Beograd Blok 65, Beograd, Srbija",214 500 €,55 m²,  Dvosoban stan
"Voždovac, Trošarina, nov, 2.0, luksuzan ID#9863","Trošarina, Beograd, Srbija",205 000 €,53 m²,  Dvosoban stan
"Zemun polje, 1.5, 47m2 + 27m2 ID#9553","Zemun Polje, Beograd, Srbija",75 000 €,47 m²,  Dvosoban stan
Stan u BW-Lumia -Nove mogucnosti u punom sjaju! 79m2,"Beograd na vodi, Beograd, Srbija",348 000 €,79 m²,  Trosoban stan
"Svetao i funkcionalan stan 63m² – Paunov Breg, Voždovac","Voždovac, Beograd, Srbija",150 000 €,62 m²,  Trosoban stan
"Odlican stan na Zvezdari – mir, zelenilo i savršen raspored 62m2","Zvezdara, Beograd, Srbija",170 000 €,62 m²,  Trosoban stan
"Retko u ponudi, Salvadora Aljedea","Karaburma, Beograd, Srbija",164 000 €,66 m²,  Trosoban stan
"Fenomenalan porodični stan, pogled, Dimitrija Tucovića","Đeram pijaca, Beograd, Srbija",243 000 €,90 m²,  Četvorosoban stan
"Centar, Durmitorska, 149m2 ID#10145","Centar (uži), Beograd, Srbija",495 000 €,149 m²,  Petosoban+ stan
"Neimar, Kornelija Stankovića, 119m2 ID#10018","Neimar, Beograd, Srbija",390 000 €,119 m²,  Četvorosoban stan
Dunavske terase 82m2 ID#9746,"Karaburma, Beograd, Srbija",249 900 €,82 m²,  Četvorosoban stan
"Olimp, Milana Rakića, 87m2 ID#9548","Olimp, Beograd, Srbija",255 000 €,87 m²,  Četvorosoban stan
"Banovo brdo, Kraljice Katarine, 112m2 ID#9499","Banovo brdo, Beograd, Srbija",315 000 €,112 m²,  Petosoban+ stan
"Lekino brdo, Rade Končara, Duplex ID#9250","Lekino brdo, Beograd, Srbija",325 000 €,124 m²,  Petosoban+ stan
"Atelje 212, odlična lokacija 116m2 ID#9183","Stari Grad, Beograd, Srbija",438 500 €,116 m²,  Petosoban+ stan
"Nov stan kod Bežanijske kose, mereno 113m2 ID#9201","Bežanijska kosa I, Beograd, Srbija",321 000 €,97 m²,  Četvorosoban stan
"Stan u srcu Beograda,mereno 103m2 ID#9130","Centar (uži), Beograd, Srbija",305 000 €,75 m²,  Petosoban+ stan
"Na odličnoj lokaciji, salonac ID#9066","Cvetni trg, Beograd, Srbija",450 000 €,192 m²,  Petosoban+ stan
"Blok 64, Gandijeva, mereno 81m2 ID#9067","Novi Beograd Blok 64, Beograd, Srbija",213 000 €,75 m²,  Četvorosoban stan
Luksuzan 5.0 stan ID#8912,"Lion, Beograd, Srbija",399 000 €,154 m²,  Petosoban+ stan
"Gundulićev venac, duplex 165m2 ID#8729","Gundulićev venac, Beograd, Srbija",533 500 €,165 m²,  Petosoban+ stan
Odličan funkcionalan stan ID#8400,"Bežanijska kosa II, Beograd, Srbija",249 000 €,84 m²,  Četvorosoban stan
"Fantastičan penthaus, novogradnja ID#8314","Gradska bolnica, Beograd, Srbija",516 780 €,162 m²,  Petosoban+ stan
"Centar, salonac, mereno 90m2 ID#8286","Centar (uži), Beograd, Srbija",350 000 €,84 m²,  Četvorosoban stan
"Cvetni trg, Resavska, mereno 94m2 ID#7845","Cvetni trg, Beograd, Srbija",327 000 €,80 m²,  Četvorosoban stan
"Blok 38, funkcionalan stan 86m2 ID#7472","Novi Beograd Blok 38 (OŠ Ratko Mitrović), Beograd, Srbija",210 000 €,86 m²,  Trosoban stan
"Zemun, lux, duplex, mereno 113m2 ID#7381","Tošin bunar, Beograd, Srbija",299 990 €,113 m²,  Petosoban+ stan
"Bežanijska kosa, Ljubinke Bobić, prostran 3.5s ID#7320","Bežanijska kosa II, Beograd, Srbija",252 000 €,85 m²,  Četvorosoban stan
"Zemun, Gornji Grad, Dobanovačka, 3.0, 77m2, 288000 EUR","Zemun (Gornji grad), Beograd, Srbija",288 000 €,77 m²,  Trosoban stan
"Savski venac, Dedinje, Slavka Ćuruvije, 4.0, 370m2, 1280000 EUR","Dedinje (Beli dvor), Beograd, Srbija",1 280 000 €,370 m²,  Četvorosoban stan
"Savski venac, Dedinje, Slavka Ćuruvije, 3.0, 155m2, 651000 EUR","Dedinje (Beli dvor), Beograd, Srbija",651 000 €,155 m²,  Trosoban stan
"Novi Beograd, Blok 65, Tadije Sondermajera, 4.0, 138m2, 460000 EUR","Novi Beograd Blok 65, Beograd, Srbija",460 000 €,138 m²,  Četvorosoban stan
Jedinstveni stan sa umetničkim šarmom,"Zemun (Centar), Beograd, Srbija",588 000 €,147 m²,  Trosoban stan
"Botanička bašta, Vojvode Dobrnjca, mereno 59m2 ID#10123","Botanička bašta, Beograd, Srbija",250 000 €,55 m²,  Trosoban stan
"Centar, Bajlonijeva pijaca ID#10095","Bajlonijeva pijaca, Beograd, Srbija",289 000 €,82 m²,  Trosoban stan
"Vračar, ekskluzivna lokacija, nvg ID#10079","Vračar (Centar), Beograd, Srbija",413 080 €,89 m²,  Trosoban stan
"Kumodraž, Jovana Todorovića, sa dvorištem od 50m2 ID#10058","Kumodraž I, Beograd, Srbija",97 000 €,51 m²,  Trosoban stan
"Vračar, Južni bulevar, kompletno opremljen ID#10055","Južni bulevar, Beograd, Srbija",225 000 €,70 m²,  Trosoban stan
Odlična investiciona prilika ID#9960,"Vidikovac, Beograd, Srbija",188 800 €,77 m²,  Trosoban stan
"Blok 72, odlična lokacija 70m2 ID#9931","Novi Beograd Blok 72, Beograd, Srbija",254 000 €,70 m²,  Trosoban stan
"Kaluđerica, uknjižena novogradnja 60m2 ID#9899","Kaluđerica, Beograd, Srbija",99 000 €,60 m²,  Trosoban stan
"Vračar, Molerova, 74m2, parking ID#9890","Vračar (Centar), Beograd, Srbija",333 000 €,74 m²,  Trosoban stan
"Banovo brdo, Požeška, 101m2 ID#9880","Banovo brdo, Beograd, Srbija",340 000 €,101 m²,  Trosoban stan
"West 65, lux 93m2 ID#9853","Novi Beograd Blok 65, Beograd, Srbija",399 000 €,93 m²,  Trosoban stan
"Bežanijska kosa 2, 68m2 ID#9833","Bežanijska kosa II, Beograd, Srbija",210 000 €,68 m²,  Trosoban stan
"Botanička bašta, salonac 83m2 ID#9816","Botanička bašta, Beograd, Srbija",298 000 €,83 m²,  Trosoban stan
"Vukov spomenik, novogradnja, 86m2 ID#9787","Vukov spomenik, Beograd, Srbija",344 000 €,86 m²,  Trosoban stan
"Kumodraž, Vojvode Stepe, renoviran ID#9767","Kumodraž I, Beograd, Srbija",215 000 €,75 m²,  Trosoban stan
"Mirijevo, odličan svetao  stan ID#9761","Mirijevo I, Beograd, Srbija",169 500 €,69 m²,  Trosoban stan
"Vračar, Metohijska, novogradnja ID#9687","Kalenić pijaca, Beograd, Srbija",280 985 €,76.94 m²,  Trosoban stan
"Vračar, Metohijska, novogradnja ID#9688","Kalenić pijaca, Beograd, Srbija",217 513 €,58.33 m²,  Trosoban stan
"Blok 22, Bul. Arsenija Čarnojevića, 97m2 ID#9648","Novi Beograd Blok 22, Beograd, Srbija",318 000 €,97 m²,  Trosoban stan
"Vračar, luksuzan stan ID#9615","Čubura, Beograd, Srbija",375 000 €,87 m²,  Trosoban stan
"Povrat PDVa, 64.47m2 ID#9527","Trošarina, Beograd, Srbija",163 109 €,64.47 m²,  Trosoban stan
"Nov trosoban stan, namešten kompletno ID#9506","Mirijevo I, Beograd, Srbija",139 000 €,59 m²,  Trosoban stan
"Žarkovo, duplex, novo 80m2 ID#9446","Žarkovo, Beograd, Srbija",176 000 €,80 m²,  Trosoban stan
"Voždove kapije, nov, neuseljavan stan ID#9431","Voždovac, Beograd, Srbija",259 000 €,66.5 m²,  Trosoban stan
LUX stan u mirnom delu Zemuna ID#9202,"Zemun (Cara Dušana), Beograd, Srbija",233 000 €,70 m²,  Trosoban stan
"Karaburma , 3.0 stan ID#9165","Karaburma, Beograd, Srbija",122 000 €,76 m²,  Trosoban stan
"Kosančićev venac ,duplex salonac ID#9156","Kosančićev venac, Beograd, Srbija",500 000 €,144 m²,  Trosoban stan
"Blok 70a, Dr. Agostina Neta, mereno 107m2 ID#8979","Novi Beograd Blok 70a, Beograd, Srbija",215 000 €,86 m²,  Trosoban stan
"Vračar,izvanredan svetao stan ID#8860","Vračar (Centar), Beograd, Srbija",310 000 €,77 m²,  Trosoban stan
"Novogradnja, Banovo brdo ID#8736","Banovo brdo, Beograd, Srbija",207 900 €,63 m²,  Trosoban stan
"Stan sa garažom ,Stara Karaburma ID#8739","Karaburma, Beograd, Srbija",149 500 €,79 m²,  Trosoban stan
"Lion, prostran, svetao stan ID#8719","Lion, Beograd, Srbija",250 000 €,84 m²,  Trosoban stan
Lekino brdo 56m2 ID#8391,"Lekino brdo, Beograd, Srbija",193 000 €,56 m²,  Trosoban stan
"BW Aria, LUX stan, NOVO ID#8474","Beograd na vodi, Beograd, Srbija",500 000 €,91.85 m²,  Trosoban stan
Lux stan u srcu Vračara ID#8335,"Vračar (Hram), Beograd, Srbija",815 000 €,145 m²,  Trosoban stan
Kompletno renoviran stan ID#8258,"Crveni krst, Beograd, Srbija",185 000 €,66 m²,  Trosoban stan
"Bogoslovija, Generala Aračića, mereno 93m2 ID#7884","Bogoslovija, Beograd, Srbija",200 000 €,77 m²,  Trosoban stan
"Vračar, Čubura - Cara Nikolaja, 60m2, Cara Nikolaja II","Čubura, Beograd, Srbija",250 000 €,60 m²,  Trosoban stan
"Vračar, Hram Svetog Save - Černiševskog, 55m2, Černiševskog","Vračar (Hram), Beograd, Srbija",247 000 €,55 m²,  Dvosoban stan
"Novi Beograd, Luja Adamica, prelep 3.0 stan, terasa, kvalitetan","Novi Beograd Blok 9, Beograd, Srbija",239 500 €,82 m²,  Trosoban stan
Apartman Five Stars,"Novi Beograd, Beograd, Srbija",239 €,60 m²,  Dvosoban stan
Prostrana garsonjera na Pašinom brdu 36m2,"Lekino brdo, Beograd, Srbija",93 000 €,36 m²,  Garsonjera
Penthaus na Pašinom brdu 98m2,"Lekino brdo, Beograd, Srbija",273 000 €,98 m²,  Trosoban stan
Pametno iskoriscenih 54m2 - suncan i funkcionalan,"Šumice, Beograd, Srbija",188 000 €,54 m²,  Trosoban stan
Apartman Rea,"Stari Grad, Beograd, Srbija",217 250 €,55 m²,  Trosoban stan
"Centar,Nov,126m2,4.0,Ne useljavan,2 Garažna mesta","Zvezdara, Beograd, Srbija",344 400 €,126 m²,  Četvorosoban stan
"Centar,77m2, Terasa, Komotan","Stari Grad, Beograd, Srbija",305 000 €,77 m²,  Trosoban stan
"Woodstar Residence, 51m2,Novogradnja, Panoramski pogled,Miran","Severni bulevar, Beograd, Srbija",175 900 €,51 m²,  Dvosoban stan
Apartman the View,"Banovo brdo, Beograd, Srbija",148 000 €,58 m²,  Dvosoban stan
"Novi Beograd, Blok 67, Belville, Bulevar Crvene Armije, 4.0, 102m2, 346800 EUR","Novi Beograd Blok 67 (Belvil), Beograd, Srbija",346 800 €,102 m²,  Četvorosoban stan
"Zvezdara, Ravanicka - Trosoban 93m2","Zvezdara, Beograd, Srbija",318 840 €,93.5 m²,  Trosoban stan
"Kralja Vladimira 86m2, 4.0, Top lokacija, Ušuškan","Autokomanda, Beograd, Srbija",203 000 €,86 m²,  Četvorosoban stan
"NA PRODAJU NOV, LUX 3.0 STAN NA VOŽDOVCU","Voždovac, Beograd, Srbija",295 000 €,93 m²,  Trosoban stan
"Vračar, N. Hartviga - Novogradnja 2.0 57m2","Vračar (Hram), Beograd, Srbija",Cena na upit,43 - 153 m²,  Dvosoban stan
"Čukarica, Banovo brdo, Petra Lekovića, 3.0, 86m2, 335000 EUR","Banovo brdo, Beograd, Srbija",335 000 €,86 m²,  Trosoban stan
"Čukarica, Filmski grad, Kneza Višeslava, 4.0, 108m2, 232000 EUR","Filmski grad, Beograd, Srbija",232 000 €,108 m²,  Četvorosoban stan
"Palilula, Hala Pionir, Dragoslava Srejovića, 2.0, 53m2, 184450 EUR","Hala Pionir, Beograd, Srbija",184 450 €,53 m²,  Dvosoban stan
BW VerdeApartman Solis,"Savski venac, Beograd, Srbija",280 800 €,55 m²,  Dvosoban stan
VRAĆAR - JEDNOSOBAN,"Vračar (Centar), Beograd, Srbija",145 000 €,43 m²,  Jednosoban stan
"Stan 4.0, 96m2, Nodilova (Beograd), 270500e","Banovo brdo, Beograd, Srbija",270 500 €,96 m²,  Četvorosoban stan
"Stan 4.0, 134m2, Vladimira Gaćinovića (Beograd), 670000e","Savski venac, Beograd, Srbija",670 000 €,134 m²,  Četvorosoban stan
"Stan 5.0, 203m2, Vajara Đoke Jovanovića (Beograd), 1145000e","Savski venac, Beograd, Srbija",1 145 000 €,203 m²,  Petosoban+ stan
Moderan 2.0 - novogradnja - Dorcol,"Donji Dorćol, Beograd, Srbija",302 120 €,66 m²,  Dvosoban stan
BW TOWER A,"Beograd na vodi, Beograd, Srbija",900 000 €,94 m²,  Trosoban stan
"Novogradnja Dobanovačka Zemun, Odlični stanovi","Zemun (Gornji grad), Beograd, Srbija",132 000 €,40 m²,  Dvosoban stan
"Premium, 153m četvoeosoban, Vojvode Stepe","Voždovac, Beograd, Srbija",379 225 €,153 m²,  Četvorosoban stan
"Mirijevo centar, odličan 2.5 stan kod pijace","Mirijevo I, Beograd, Srbija",174 900 €,76 m²,  Dvosoban stan
"Novo,114m2, 4.0 Lux, Kompletno namešten, Otvoren Pogled","Učiteljsko naselje, Beograd, Srbija",267 000 €,114 m²,  Četvorosoban stan
"West Kula, 96m2, Garažno mesto","Novi Beograd Blok 65, Beograd, Srbija",470 000 €,96 m²,  Trosoban stan
Extra lux stanovi u izgradnji-bez provizije,"Crveni krst, Beograd, Srbija",197 739 €,59 m²,  Trosoban stan
Novogradnja Dobropoljska,"Savski venac, Beograd, Srbija",220 500 €,63 m²,  Dvosoban stan
"Savski venac, Beograd na vodi, Quartet 1, 4.0, 115m2, 450900 EUR","Beograd na vodi, Beograd, Srbija",450 900 €,115 m²,  Četvorosoban stan
"BLOK 33,OMLADINSKIH BRIGADA, Dvoiposoban stan","Novi Beograd Blok 33 (Genex kula), Beograd, Srbija",162 500 €,65 m²,  Dvosoban stan
"Kanarevo brdo, kompletno renoviran stan, uknjižen, odmah useljiv, preporuka","Kanarevo brdo, Beograd, Srbija",145 000 €,56 m²,  Trosoban stan
TROSOBAN - C. Krst - PARKING mesta,"Crveni krst, Beograd, Srbija",239 000 €,84 m²,  Trosoban stan
Extra lux salonci kod Doma zdravlja-Bez provizije,"Cvetkova pijaca, Beograd, Srbija",245 000 €,87 m²,  Četvorosoban stan
"Novi Beograd, Blok 38, 76kvm, 196.000e","Novi Beograd, Beograd, Srbija",196 000 €,76 m²,  Trosoban stan
"Nova ponuda! Dedinje, kod Belog dvora, komforan stan sa parking mestom, uknjižen, preporuka","Dedinje (Beli dvor), Beograd, Srbija",349 000 €,119 m²,  Četvorosoban stan
"Nov, opremljen jednoiposoban stan, Pregrevica","Zemun (Gornji grad), Beograd, Srbija",165 000 €,40 m²,  Dvosoban stan
Extra lux stan na Lekinom brdu-Bez provizije,"Lekino brdo, Beograd, Srbija",180 000 €,60 m²,  Trosoban stan
"Četvorosoban stan 115m2+55m2 dvorište Pregrevica, Zemun","Zemun (Gornji grad), Beograd, Srbija",399 500 €,115 m²,  Četvorosoban stan
Extra lux nov salonac u Dravskoj-odmah useljivo,"Crveni krst, Beograd, Srbija",494 000 €,104 m²,  Četvorosoban stan
